manv,hoten,gioitinh,ngaysinh,luong,maph,sdt,ngaybc
HC196,Mai Thị Bích Hiền,Nữ,1987-08-24,7972898,HCA,0126982217,2019-12-24
PR179,Tôn Lâm Thắng,Nam,1996-06-19,9848995,PRC,0394101339,2018-05-17
KT213,Hoàng Tiến Tài,Nam,1969-01-18,8916969,KTA,0168772110,2014-09-09
HC197,Thái Thu Hà,Nữ,1985-05-28,14058354,HCA,0321408338,2014-08-25
TC191,Hoàng Mỹ Toàn,Nam,1972-08-21,14670907,TCA,0189103169,2016-06-09
HC198,Hoàng Hải Dũng,Nam,1999-05-20,8481960,HCA,0361253163,2010-07-21
TC192,Tôn Lâm Khánh,Nam,1985-12-30,13588300,TCA,0394716751,2010-12-26
TT204,Hà Bình Bình,Nam,1965-11-10,10330714,NSU,0181948434,2019-01-15
KT214,Võ Hải Thắng,Nam,2000-01-13,11598210,KTA,0381162593,2013-05-26
PR180,Đặng Lan Chi,Nữ,2000-08-15,13388445,PRC,0196371814,2020-07-28
KH195,Bùi Đình Phúc,Nam,1966-02-24,6400286,KHO,0393348521,2020-07-25
TC193,Thái Vy Diệu,Nữ,1980-03-23,13039887,TCA,0167648821,2022-03-23
KD193,Trần Thị Dung Oanh,Nữ,1974-10-24,9952085,KDA,0397888177,2020-11-26
KT215,Hồ Phú Cường,Nam,1989-07-02,11780949,KTA,0361884183,2021-09-02
QT200,Lương Mỹ Đức,Nam,1993-04-06,13290348,QTA,0128182254,2010-05-04
KT216,Trần Vĩnh Khánh,Nam,1986-02-09,12111825,KTA,0186239081,2010-01-27
KT217,Phạm Thị Bích Thanh,Nữ,1972-07-28,10466987,KTA,0162148295,2017-10-16
PR181,Đặng Lan Yến,Nữ,1981-02-22,7781848,PRC,0195187765,2023-10-05
PR182,Nguyễn Thảo Liên,Nữ,1992-02-04,8362698,PRC,0184065556,2015-06-22
QT201,Lương Thị Lan Linh,Nữ,1976-07-02,10852015,QTA,0161608536,2018-01-08
HC199,Ngô Vượng Hải,Nam,1973-12-23,10630093,HCA,0197412518,2013-04-04
TT205,Lương Thị Trang Quỳnh,Nữ,1990-10-06,6463746,,0124857517,2013-07-19
QT202,Lý Thiện Việt,Nam,1983-09-23,11000016,QTA,0386608977,2019-02-26
MK189,Nguyễn Mai Ánh,Nữ,1988-11-30,11908853,MKA,0197658815,2018-02-04
TC194,Bùi Đại Phong,Nam,1975-04-24,10264072,TCA,0384147215,2021-06-07
HC200,Tôn Vinh Tuấn,Nam,1983-08-23,11239009,HCA,0392014933,2013-05-04
PR183,La Văn Giang,Nam,1983-10-05,10285426,PRC,0160076379,2010-12-25
TC195,Từ Quỳnh Linh,Nữ,1993-12-12,8676259,TCA,0387922676,2013-04-30
DV214,Lê Quý Khánh,Nam,1988-11-21,11063047,DVK,0365155500,2016-11-16
MK190,Từ Tấn Tài,Nam,1994-04-06,6800044,MKA,0329990625,2016-04-15
KH196,Cao Vượng Hiếu,Nam,1987-04-15,9335584,KHO,0188097850,2014-03-14
QT203,Đặng Hiếu Thắng,Nam,1990-03-12,14847813,QTA,0365515685,2012-09-08
TT206,Phạm Trúc Huyền,Nữ,1994-09-29,14495206,PRC,0125418286,2016-09-09
HC201,Vũ Phương Thắng,Nam,1989-12-05,7064636,HCA,0389970059,2020-07-15
KD194,Dương Thị Bích Anh,Nữ,1996-04-25,13689020,KDA,0322018548,2022-04-17
KH197,Vũ Hồng Mạnh,Nam,1984-03-03,14546363,KHO,0389324538,2022-02-08
TC196,Phan Nghĩa Thắng,Nam,1998-06-29,7112876,TCA,0194572431,2015-06-22
MK191,Châu Dũng Toàn,Nam,1978-02-27,13082827,MKA,0368313643,2011-09-19
KD195,Lê Thị Trang Giang,Nữ,1969-08-31,8963000,KDA,0180857250,2014-04-24
KH198,Đặng Cường Tài,Nam,1986-11-07,9340687,KHO,0191991861,2019-03-31
KD196,Thái Thị Uyên Hiền,Nữ,1999-05-20,13810339,KDA,0167215743,2022-02-23
NS223,Từ Thịnh Quân,Nam,1990-05-03,12902885,NSU,0165257587,2011-01-23
DV215,Trịnh Sáng Khánh,Nam,1987-07-10,14674495,DVK,0397135616,2021-04-12
KD197,Triệu Long Minh,Nam,1981-12-13,6320616,KDA,0183930339,2018-02-25
TT207,Trịnh Tín Hùng,Nam,1994-04-22,6856950,KHO,0368566315,2019-12-08
KD198,Kiều Thị Liên,Nữ,1985-10-31,7189742,KDA,0322003548,2019-07-17
KT218,Từ Mạnh Hùng,Nam,1978-08-23,12616691,KTA,0386414030,2012-07-08
KD199,Vũ Thị Thảo Ngọc,Nữ,1999-09-27,13807601,KDA,0190788297,2017-04-14
KD200,Tôn Khang Nam,Nam,2000-07-26,12960270,KDA,0186203979,2019-09-07
QT204,Đỗ Phong Mạnh,Nam,1977-06-02,12125168,QTA,0187667939,2013-07-16
QT205,Lương Thị Hiền Uyên,Nữ,1981-02-04,8068058,QTA,0128317557,2020-01-11
NS224,Dương Phú Đạt,Nam,1974-05-22,12833422,NSU,0183534968,2010-10-05
QT206,Kiều Thảo Hà,Nữ,1990-05-29,7662485,QTA,0361920191,2021-03-26
QT207,Lý Thị Hoa Lan,Nữ,1986-11-22,14086376,QTA,0160228905,2017-10-08
MK192,Hồ Thị Hoa Diệu,Nữ,1986-06-17,11451944,MKA,0361722991,2013-08-01
QT208,Trần Thị Tú Mỹ,Nữ,1985-05-04,9696607,QTA,0382830438,2013-09-12
TT208,Từ Long Anh,Nam,1989-01-16,11596173,,0192419537,2014-05-11
DV216,Mai Bá Tuấn,Nam,1970-06-27,11571196,DVK,0160225917,2017-05-05
NS225,Kiều Thị Hoa Tú,Nữ,1998-02-08,14835186,NSU,0392131757,2013-03-22
NS226,Phan Lan Trang,Nữ,1997-06-30,10701230,NSU,0363033972,2019-08-09
HC202,Triệu Tuyết Loan,Nữ,1992-12-09,8629571,HCA,0322247238,2013-12-02
NS227,Lương Minh Phong,Nam,1982-03-27,9261694,NSU,0180708358,2023-08-15
MK193,Bùi Yến Mai,Nữ,1983-01-24,6774222,MKA,0184189007,2013-11-11
MK194,Trần Ngọc Hạnh,Nữ,1982-05-01,6416143,MKA,0367653072,2022-01-17
NS228,Mạc Anh Quân,Nam,1981-06-14,10695817,NSU,0329875657,2013-11-21
MK195,Hồ Mai Oanh,Nữ,1984-05-18,10747447,MKA,0167239077,2019-06-22
QT209,Châu Kim Oanh,Nữ,1990-08-30,12423838,QTA,0390680085,2010-01-25
HC203,Hoàng Sáng Hiếu,Nam,1970-06-09,13571817,HCA,0124796215,2010-07-16
KD201,Phan Ngọc Mạnh,Nam,1971-03-03,12649684,KDA,0188981349,2015-11-28
TC197,Nguyễn Châu Trinh,Nữ,1981-03-01,9809813,TCA,0166901198,2013-11-12
KT219,Mai Vy Kim,Nữ,1968-01-19,13095620,KTA,0327893041,2013-04-01
TC198,Hoàng Thị Anh Tiên,Nữ,1968-11-13,10676640,TCA,0392077400,2013-11-23
MK196,Trịnh Thị Diễm Thanh,Nữ,1986-04-22,13431786,MKA,0167805786,2014-07-19
MK197,Hoàng Thị Bích Phương,Nữ,1967-11-21,12528886,MKA,0399317997,2022-06-05
TC199,Nguyễn Quý Quân,Nam,1968-10-28,10781167,TCA,0362408475,2013-03-04
DV217,Phan Sơn Minh,Nam,1979-07-08,9734029,DVK,0323232507,2022-06-27
HC204,Trịnh Liêm Dũng,Nam,1989-05-11,13357863,HCA,0391567003,2018-05-19
PR184,Hoàng Thị Hoa Loan,Nữ,1986-06-05,13188720,PRC,0361250712,2010-10-05
PR185,Trần Long Xuân,Nam,1969-05-28,6664630,PRC,0390776477,2021-11-06
KH199,Lý Liêm Dũng,Nam,1967-04-24,8417038,KHO,0164298207,2017-05-07
QT210,Kiều Sơn Thiện,Nam,1994-08-09,10376205,QTA,0380392570,2023-05-17
QT211,Vũ Thị Ngọc Thủy,Nữ,2000-01-11,6137899,QTA,0393700168,2011-08-17
HC205,Hồ Hồng Tiên,Nữ,1999-01-06,8264973,HCA,0186290061,2016-10-27
MK198,Ngô Thị Thu Loan,Nữ,1994-10-17,11037211,MKA,0368234622,2018-05-18
KD202,Hà Hồng Anh,Nam,1971-01-14,6439537,KDA,0321529892,2012-11-09
KT220,Trịnh Thị Diễm Diệu,Nữ,1978-08-17,10106093,KTA,0391002036,2015-01-21
MK199,Vũ Quỳnh Chi,Nữ,1991-07-10,12877562,MKA,0366286258,2019-09-10
KH200,La Thị Diễm Hiền,Nữ,1983-01-27,9695101,KHO,0320147897,2017-08-27
HC206,Trần Khôi Hoàng,Nam,1970-05-01,13921618,HCA,0362549510,2016-08-24
HC207,Hồ Mai My,Nữ,1990-04-21,6134435,HCA,0327890551,2010-03-10
MK200,Bùi Hoàng Trí,Nam,1971-07-17,6773359,MKA,0121250096,2021-03-21
HC208,Ngô Khánh Nga,Nữ,1965-07-06,8067548,HCA,0195100379,2016-05-28
QT212,Thái Việt Đức,Nam,1977-07-25,12505519,QTA,0121248241,2018-12-29
HC209,Mai Đức Đạt,Nam,1994-03-09,14088093,HCA,0380781266,2014-04-13
PR186,Quách Thị Thu Oanh,Nữ,1976-04-02,11457176,PRC,0326848426,2021-10-03
KT221,Tạ Quý Long,Nam,1971-12-18,8647428,KTA,0160530206,2018-12-08
KT222,Châu Thị Diễm Quỳnh,Nữ,1971-03-25,10936684,KTA,0121306300,2016-03-11
KH201,Mạc Xuân Dũng,Nam,1989-08-12,10968518,KHO,0392362318,2019-07-02
TT209,Triệu Tiến Hoàng,Nam,1996-12-29,11999530,,0168979825,2020-06-21
TT210,Tôn Khắc Phúc,Nam,1985-07-06,14780406,TCA,0384914489,2010-10-07
HC210,Hoàng Thị Trang Nhung,Nữ,1969-07-18,7397956,HCA,0197646733,2021-03-22
KT223,Hoàng Quý Sơn,Nam,1983-11-11,7707393,KTA,0126436847,2011-06-03
PR187,Lương Việt Hiếu,Nam,1993-01-29,13435483,PRC,0364241100,2015-03-15
MK201,Mai Ánh Tiên,Nữ,1967-10-09,9335296,MKA,0165319754,2022-07-05
HC211,Quách Thắng Duy,Nam,1980-11-26,9704671,HCA,0193625874,2012-06-25
TC200,Bùi Duy Quân,Nam,1968-06-10,7710454,TCA,0328185214,2016-08-19
DV218,Từ Quốc Kiên,Nam,2000-03-28,10235623,DVK,0393597274,2016-10-21
KH202,Võ Yến Mỹ,Nữ,1981-08-12,10387473,KHO,0169753522,2019-02-27
NS229,Hoàng Tuyết Ngân,Nữ,1972-08-16,7848842,NSU,0364128753,2014-12-08
DV219,Châu Thị Nga Kim,Nữ,1971-12-14,7564554,DVK,0126031594,2017-01-25
KH203,Đặng Anh Minh,Nam,1968-12-18,8944846,KHO,0199337374,2017-07-29
TT211,Lê Diệp Nga,Nữ,1997-05-18,6157811,MKA,0361855273,2020-03-14
QT213,La Duy Việt,Nam,1979-03-01,9574429,QTA,0162962301,2022-03-03
TC201,Võ Nhật Anh,Nam,1977-06-15,11966079,TCA,0197196843,2014-05-20
KH204,Nguyễn Thị Dung Hoa,Nữ,1997-02-17,9362912,KHO,0129588460,2016-05-15
KH205,Lê Trường Khánh,Nam,1998-01-24,10922618,KHO,0184710656,2014-01-28
HC212,Từ Hồng Khánh,Nam,1994-01-31,10127223,HCA,0129168677,2014-01-08
TC202,Lê Phong Toàn,Nam,1986-10-11,12061395,TCA,0321765049,2022-10-12
TT212,Dương Nhân Quân,Nam,1998-05-01,8663237,PRC,0380121254,2013-03-11
TC203,Trần Thị Hà,Nữ,1994-02-06,6653935,TCA,0362671730,2014-10-03
DV220,Hoàng Bình Sơn,Nam,1998-11-30,9146344,DVK,0191337164,2013-11-02
DV221,Quách Khoa Bảo,Nam,1990-06-18,11775233,DVK,0122763928,2021-03-22
KH206,Đỗ Mai Ngọc,Nữ,1995-06-27,9232413,KHO,0192099123,2021-08-17
MK202,Triệu Khang Trung,Nam,1978-08-27,9803831,MKA,0386074737,2015-10-20
KD203,Phan Khánh Liên,Nữ,2000-09-29,9305518,KDA,0365155232,2013-04-28
DV222,Đặng Tấn Khang,Nam,1995-07-22,10125553,DVK,0163741628,2019-11-22
KT224,Quách Thị Hiền Uyên,Nữ,1970-07-11,6867799,KTA,0167797448,2011-12-15
KD204,Võ Ngọc Vân,Nữ,1969-05-20,11776567,KDA,0321765609,2019-07-08
PR188,Hà Thị Lan Mỹ,Nữ,1976-11-15,12154606,PRC,0164484254,2012-10-02
TT213,Lê Ánh Quỳnh,Nữ,1993-07-06,6500558,KDA,0165342049,2012-12-07
QT214,Mạc Thị Anh Yến,Nữ,1980-02-28,11302268,QTA,0183084457,2016-10-30
TT214,Tạ Cảnh Long,Nam,1967-03-03,14869134,HCA,0120877707,2019-06-30
TT215,Mai Công Thắng,Nam,1986-10-31,12563908,TCA,0189116010,2021-09-29
DV223,Lý Thị Thu Lan,Nữ,1986-10-18,6913932,DVK,0328894153,2012-11-10
MK203,Tôn Tuyết Phương,Nữ,1986-07-16,13907607,MKA,0366439761,2023-04-07
QT215,Kiều Thị Thảo Yến,Nữ,1979-10-09,10615216,QTA,0364419764,2019-04-16
PR189,Hoàng Thị Hương Chi,Nữ,1973-04-05,12581529,PRC,0380533961,2012-01-24
MK204,Tôn Bích Thanh,Nữ,1995-02-13,6995386,MKA,0164745901,2021-10-06
NS230,Hồ Tấn Nam,Nam,1989-03-05,11612567,NSU,0388773188,2016-12-12
NS231,Mai Quỳnh Hiền,Nữ,1980-05-26,9446454,NSU,0181485151,2018-10-13
QT216,Kiều Trung Lâm,Nam,1976-11-02,12031072,QTA,0368236703,2017-07-19
KT225,Bùi Thị Uyên,Nữ,1995-11-29,11678010,KTA,0364323196,2020-01-12
KD205,Thái Thanh Trinh,Nữ,1995-03-29,9370066,KDA,0127820535,2016-10-16
QT217,Trịnh Ánh Mai,Nữ,1997-02-17,8208241,QTA,0323050540,2022-09-22
DV224,Trịnh Thị Thu Dung,Nữ,1966-05-29,10482364,DVK,0360066732,2014-12-13
TC204,Lương Lâm Sơn,Nam,1970-02-15,14986389,TCA,0367660987,2015-06-28
KD206,Thái Diệu Mai,Nữ,2000-06-26,9091409,KDA,0369177984,2020-01-09
QT218,Trần Thị Chi My,Nữ,1993-02-16,9427561,QTA,0389108085,2012-07-03
TC205,Châu Thu Vân,Nữ,1998-04-06,12244182,TCA,0324011309,2022-07-10
TT216,Tạ Hiển Tuấn,Nam,1990-01-12,12405104,HCA,0396971962,2010-08-20
HC213,Trần Thành Bình,Nam,2000-11-26,6228685,HCA,0320301730,2017-09-03
TC206,Tạ Mai Anh,Nữ,1965-04-16,12743896,TCA,0362528268,2010-07-21
HC214,Tôn Thị Hạnh Chi,Nữ,1989-07-24,6390946,HCA,0389202749,2012-07-17
PR190,Trần Thị Dung Ánh,Nữ,1989-10-26,10249928,PRC,0124000618,2016-07-25
PR191,Thái Khôi Khánh,Nam,1969-11-04,8793772,PRC,0125283265,2019-07-01
DV225,Cao Hồng Linh,Nữ,1969-02-08,9918449,DVK,0193173356,2021-01-15
KT226,Kiều Thị Hương Chi,Nữ,1966-10-13,12080793,KTA,0395035066,2020-08-22
MK205,Mạc Quỳnh Mai,Nữ,1986-02-11,7538667,MKA,0123164716,2015-06-17
TC207,Lê Quang Vinh,Nam,1965-05-11,13813245,TCA,0392544713,2022-12-21
PR192,Châu Thị Thảo Oanh,Nữ,1998-02-13,12370556,PRC,0163111288,2023-11-03
MK206,Phạm Thị Mai Ngân,Nữ,1993-05-27,9302085,MKA,0395085197,2017-03-08
HC215,Dương Trí Thắng,Nam,1995-11-13,7133221,HCA,0328012857,2013-07-25
MK207,Ngô Vy Liên,Nữ,1974-07-11,6462072,MKA,0367069064,2011-12-30
TT217,Mạc Thị Linh,Nữ,1981-08-26,13546442,KHO,0321823194,2017-02-15
KT227,Hồ Nhân Thịnh,Nam,1972-10-01,14156728,KTA,0364773245,2014-03-12
HC216,Bùi Hồng Vân,Nữ,1966-08-26,10083271,HCA,0381390759,2018-11-29
KH207,Cao Thị Bích Quỳnh,Nữ,1993-08-05,9051749,KHO,0162479743,2022-01-07
MK208,Châu Hữu Thiện,Nam,1984-10-30,8229789,MKA,0168818142,2019-01-03
TT218,Triệu Kim Hoa,Nữ,1965-11-19,9967119,,0397110311,2016-11-28
TT219,Mai Thị Thảo Giang,Nữ,1985-08-31,12497521,KHO,0121742469,2019-04-20
DV226,Đặng Thị Phương Anh,Nữ,1996-06-05,8554553,DVK,0123492465,2018-08-12
PR193,Phan Thị Thảo Vân,Nữ,1977-06-04,14300782,PRC,0399876625,2012-02-21
TC208,Tôn Khánh Hoa,Nữ,1998-01-10,14998658,TCA,0128595855,2010-12-09
DV227,Lý Quý Vinh,Nam,1985-03-12,12576169,DVK,0365885611,2014-01-13
KD207,Lê Vượng Cường,Nam,1965-08-27,10472461,KDA,0362971512,2010-01-08
KH208,Mai Bảo Long,Nam,1981-08-12,11479344,KHO,0363751961,2018-03-29
MK209,Kiều Trúc Hiền,Nữ,1981-12-27,10271147,MKA,0329292035,2015-04-17
MK210,Dương Hiếu Tùng,Nam,1998-03-07,7376458,MKA,0362358478,2020-10-08
KT228,Trịnh Thị Thu Nhung,Nữ,1968-01-02,9804574,KTA,0395506107,2011-05-08
NS232,Lương Vy Hạnh,Nữ,1990-03-03,10642510,NSU,0127092587,2023-05-20
TC209,Phan Phương Tùng,Nam,1973-07-03,6548652,TCA,0325720285,2011-06-22
TC210,Triệu Thu Chi,Nữ,1972-11-27,8958224,TCA,0361167633,2022-03-10
HC217,Châu Thế Thịnh,Nam,1999-12-24,8567627,HCA,0327487598,2018-11-05
KD208,Ngô Hương Ngân,Nữ,1983-02-16,9817282,KDA,0395677960,2021-05-28
QT219,Hồ Hương Trang,Nữ,1995-02-12,6930576,QTA,0367179300,2017-10-30
KH209,Nguyễn Thị Dung Linh,Nữ,1977-10-21,14184690,KHO,0364492638,2017-08-09
HC218,Lương Thị Hương Thủy,Nữ,1985-09-06,8045735,HCA,0399284478,2017-05-22
QT220,Quách Cảnh Duy,Nam,1974-09-06,8098845,QTA,0367685822,2023-09-06
NS233,Hồ Thị Trang Vân,Nữ,1972-05-31,11307658,NSU,0194260911,2021-11-30
DV228,Quách Nhi Phương,Nữ,1979-01-14,6348355,DVK,0386427689,2012-09-14
QT221,Võ Lâm Tài,Nam,1998-01-10,12138017,QTA,0366416844,2012-07-21
NS234,Trần Lan Thanh,Nữ,2000-04-27,8805588,NSU,0121254069,2018-04-09
NS235,Hoàng Cường Mạnh,Nam,1989-01-04,9146401,NSU,0397159401,2020-09-08
MK211,Tôn Nghĩa Chiến,Nam,1972-10-27,7439548,MKA,0381293289,2022-10-14
KT229,Hồ Thị Anh Ánh,Nữ,1978-10-22,14747110,KTA,0125167789,2018-11-09
KT230,Vũ Thọ Lâm,Nam,1966-02-03,7030018,KTA,0168852773,2014-02-22
HC219,Lương Thị Oanh,Nữ,1988-03-25,9896655,HCA,0387531746,2012-10-01
QT222,Ngô Thị Chi Anh,Nữ,1990-01-08,7102045,QTA,0180390186,2015-03-26
HC220,Ngô Thị Quỳnh Thanh,Nữ,1973-11-11,6553246,HCA,0384867569,2013-09-25
QT223,Trần Cường Nam,Nam,1988-03-03,12639043,QTA,0125593631,2018-02-14
TC211,Tôn Thị Anh Thảo,Nữ,2000-09-11,9840294,TCA,0191284537,2019-05-08
NS236,Cao Khôi Quang,Nam,1969-10-31,7054078,NSU,0129097814,2023-07-15
HC221,Lê Quang Khang,Nam,1997-07-24,8391779,HCA,0180437304,2015-09-17
KT231,Đặng Thị Anh Hà,Nữ,1983-10-01,11556991,KTA,0362868641,2023-03-20
DV229,Đỗ Dũng Duy,Nam,1976-04-21,6003579,DVK,0198513656,2011-10-10
HC222,Mai Toàn Duy,Nam,1987-05-16,10026255,HCA,0388936230,2013-11-30
KH210,Vũ Phương Loan,Nữ,1977-12-01,11784340,KHO,0367926739,2019-08-10
TC212,Trịnh Bá Phong,Nam,1986-07-06,10792230,TCA,0364132518,2010-12-28
MK212,Lê Cảnh Chiến,Nam,1977-08-22,6125570,MKA,0194282434,2023-03-31
KD209,Bùi Thị Hương Mai,Nữ,1966-01-15,14478230,KDA,0190095054,2012-12-14
QT224,Mai My Liên,Nữ,1965-07-02,13687197,QTA,0188999219,2011-08-23
DV230,Phạm Diệp Anh,Nữ,1990-02-25,14236870,DVK,0122942644,2019-07-25
NS237,Nguyễn Quốc Duy,Nam,1992-02-05,13163334,NSU,0188434666,2014-01-25
KT232,Mạc Đức Toàn,Nam,1999-07-28,9078171,KTA,0128132503,2020-12-30
KT233,Trần Diệu Uyên,Nữ,1971-12-06,6811186,KTA,0322086467,2018-04-30
KH211,Quách Thị Nhung Hoa,Nữ,1977-09-26,13732530,KHO,0383573790,2013-09-07
DV231,Nguyễn Sơn Cường,Nam,1978-04-14,13171913,DVK,0320936478,2017-12-18
DV232,Cao Thị Quỳnh Hoa,Nữ,1998-04-26,10060491,DVK,0163777986,2021-04-18
KD210,Võ Thị Ánh Dung,Nữ,1991-09-27,14097293,KDA,0387904572,2011-08-14
HC223,Mai Hồng Quỳnh,Nữ,1979-03-25,13023383,HCA,0188565305,2013-04-29
KD211,Đặng Nhi Mai,Nữ,1969-02-18,13567241,KDA,0196043939,2010-05-19
PR194,Hoàng Phương Tú,Nữ,1983-03-13,7895050,PRC,0164741476,2014-08-17
KT234,Hà Thái Nam,Nam,2000-07-08,11575509,KTA,0393266454,2023-09-12
HC224,Vũ Tâm Bảo,Nam,1968-03-26,8712132,HCA,0124303564,2016-05-16
TT220,Lê Kiên Hưng,Nam,1984-06-27,14830398,MKA,0165090531,2019-10-10
QT225,Tạ Hải Sơn,Nam,1980-04-02,6529768,QTA,0395519304,2023-03-28
DV233,Quách Chính Giang,Nam,1977-02-22,12976719,DVK,0323327260,2023-08-20
QT226,Tôn Hữu Long,Nam,1966-10-24,8488606,QTA,0186903899,2019-03-07
MK213,Đỗ Hồng Sơn,Nam,1968-08-16,10824090,MKA,0124923439,2020-12-02
MK214,Tạ Hoàng Đức,Nam,1969-12-16,9200183,MKA,0184624374,2021-08-03
TC213,Triệu Khoa Tuấn,Nam,1992-12-29,11057567,TCA,0360962685,2015-12-19
NS238,Lương Trí Dũng,Nam,1973-05-08,10108193,NSU,0161394580,2010-09-25
DV234,Hoàng Mai Bích,Nữ,1965-06-28,12012551,DVK,0382652408,2019-01-24
MK215,Tạ Vượng Xuân,Nam,1975-06-08,14231001,MKA,0161204276,2018-06-02
TT221,Bùi Huy Tùng,Nam,1969-10-03,9596381,NSU,0183878125,2015-08-08
PR195,Kiều Khắc Sơn,Nam,1969-09-16,13618445,PRC,0161806813,2022-10-24
KT235,Mai Hải Hải,Nam,1985-06-12,10123765,KTA,0360315509,2011-09-14
KD212,Dương Yến Hương,Nữ,1974-12-01,11523001,KDA,0124572750,2018-06-08
HC225,Mai Tuyết Giang,Nữ,1983-02-15,12967531,HCA,0195232475,2016-06-16
KH212,Thái Khang Long,Nam,1979-09-21,8925021,KHO,0161726507,2013-09-12
HC226,Quách Thị Dung Nhung,Nữ,1999-10-02,9743300,HCA,0120494974,2012-03-10
KT236,Trịnh Thị Mai Phương,Nữ,1984-08-30,7638129,KTA,0190899241,2015-08-31
KT237,Vũ Quốc Long,Nam,1969-06-23,8630717,KTA,0326088018,2022-02-23
KD213,Mai Thị Diễm Tiên,Nữ,1977-05-20,7313586,KDA,0168142057,2010-02-17
KH213,Đỗ Bích Hạnh,Nữ,1970-07-12,10536121,KHO,0186325613,2017-03-13
TC214,Ngô Tín Thiện,Nam,2000-09-10,10722006,TCA,0169459476,2014-04-12
NS239,Lý Thiện Kiên,Nam,1991-05-23,6688425,NSU,0391971609,2016-01-31
PR196,Đỗ Thị Chi Thủy,Nữ,1971-07-29,11137609,PRC,0162438083,2016-03-25
QT227,Hồ Văn Anh,Nam,1984-06-29,14131090,QTA,0164651378,2012-06-19
NS240,Đặng Quỳnh Hiền,Nữ,1999-03-28,12240413,NSU,0361399267,2011-10-07
TT222,Thái Chí Kiên,Nam,1976-06-06,9343868,HCA,0392299167,2023-06-24
KD214,Tôn Hiển Phong,Nam,1998-12-15,7773023,KDA,0128374064,2019-02-14
PR197,Đỗ Thị Mai Uyên,Nữ,1990-03-15,14202863,PRC,0197787140,2018-06-27
TT223,Đỗ Tuyết Hoa,Nữ,1997-08-13,10986724,KHO,0362817896,2020-06-26
DV235,Vũ Tiến Minh,Nam,1971-06-12,11978923,DVK,0185598837,2018-06-15
KT238,Dương Thanh Phương,Nữ,1991-08-27,12357692,KTA,0325197908,2010-06-02
KH214,Bùi Quốc Đức,Nam,1972-09-30,10041031,KHO,0188968698,2012-11-19
TT224,Đặng Khắc Dũng,Nam,1984-09-20,13074574,MKA,0391011705,2010-05-03
KD215,Cao Thị Hiền Lan,Nữ,1991-07-10,11154035,KDA,0126151704,2015-09-02
DV236,Hà Mai Chi,Nữ,1966-04-28,8140873,DVK,0384505788,2015-05-13
TC215,Vũ Khắc Tuấn,Nam,1998-12-04,9046355,TCA,0188849217,2016-04-04
QT228,Hoàng Trúc Phương,Nữ,1970-07-21,13415400,QTA,0195891326,2011-10-20
DV237,Hoàng Vinh Duy,Nam,1978-04-29,12398287,DVK,0326547082,2012-08-28
TT225,Võ Lộc Mạnh,Nam,1988-08-20,10153150,HCA,0183832879,2022-12-19
PR198,Cao Trí Thiện,Nam,1979-09-12,7508226,PRC,0381268257,2018-08-25
KD216,Đỗ Linh Diệu,Nữ,1998-09-04,10869581,KDA,0193287715,2019-09-24
KD217,Hà Thị Dung Nga,Nữ,2000-07-22,13071904,KDA,0183466973,2022-11-08
NS241,La Thị Thu Giang,Nữ,1991-07-27,14493389,NSU,0190687393,2015-04-20
TT226,Cao Phúc Trung,Nam,1992-04-19,6147184,DVK,0388102112,2011-08-09
PR199,Thái Đức Khánh,Nam,1992-06-04,14921672,PRC,0364101440,2019-10-19
TC216,Phạm Toàn Quân,Nam,1967-06-15,13850824,TCA,0397635370,2010-09-15
KT239,Ngô Thị Uyên Mỹ,Nữ,1992-09-27,13604391,KTA,0397414177,2023-09-07
TT227,Từ Tâm Tài,Nam,1996-05-06,6292106,KDA,0393728073,2012-01-24
KT240,Quách Toàn Kiên,Nam,1974-05-07,7719874,KTA,0124218741,2021-08-24
KT241,Dương Thị Thảo Bích,Nữ,1987-01-16,12437955,KTA,0122344636,2011-08-13
PR200,Quách Văn Đức,Nam,1972-11-22,8241696,PRC,0393509626,2013-04-10
PR201,Bùi Mạnh Chiến,Nam,1996-04-20,8510933,PRC,0187362467,2022-03-14
PR202,Triệu Văn Đạt,Nam,1988-09-16,8898429,PRC,0390127838,2011-03-14
NS242,Triệu Diệp Tú,Nữ,1983-11-30,7832507,NSU,0381043209,2020-03-29
KD218,Lý Chí Khang,Nam,1979-04-06,14533152,KDA,0387504244,2016-01-06
KD219,Trịnh Lâm Tài,Nam,1996-04-12,6553232,KDA,0197467868,2015-06-09
KH215,Ngô Ánh Tiên,Nữ,1988-11-09,12715736,KHO,0327976613,2015-08-10
HC227,Dương Tiến Anh,Nam,1995-08-16,10205418,HCA,0380952046,2015-08-29
HC228,Kiều Kiên Phúc,Nam,1989-05-10,6149598,HCA,0366040834,2010-09-20
HC229,Tôn Thị Dung Hoa,Nữ,1970-10-27,10703895,HCA,0329848169,2020-02-29
KD220,Tạ Tuyết Huyền,Nữ,1988-09-05,8413073,KDA,0324413340,2019-01-17
TC217,Phan Gia Đạt,Nam,1988-11-09,13013390,TCA,0368138547,2021-11-15
TC218,Kiều Hồng Mai,Nữ,1995-02-24,8179927,TCA,0197458362,2020-08-01
PR203,Hà Huy Long,Nam,1972-09-13,8006665,PRC,0127693829,2010-04-01
PR204,Phạm Nhân Nam,Nam,1988-12-28,13101688,PRC,0395960880,2014-03-08
